70-odd	0.0391198931000637	0.201224254288601	0.053007412843734	0	0.0590435283740729	0	0.0126585735586315	0.0460431329254007	0.0169984088562604	0.0251332228084837	0	0.0365792374629385	
able	0.0672677221792533	0.0676868884495012	0.107431571464622	0	0.0834743188081564	0	0.0364216851479026	0.0666214021629814	0.0308000286878992	0.0501080456942054	0	0.0399483035438777	
above	0.0565303442506204	0.0769136551838695	0.0795671011998534	0	0.0837223618818137	0	0.0998736221928461	0.0674749691847196	0.024665001005525	0.0475459329206209	0	0.0544366442865141	
abreast	0.0515696043716135	0.0748344026202726	0.0881074246853791	0	0.0811605865993762	0	0.0338723865616421	0.062462433046541	0.0412713042149562	0.0435404835527114	0	0.036778269449994	
abrupt	0.0473302346757026	0.100240524475755	0.100677384760878	0	0.107023130416433	0	0.044136500086131	0.0679480611324253	0.0295904070489014	0.0662643195789086	0	0.0786474277582759	
absent	0.0635684311950829	0.0784806045920635	0.0984797204271463	0	0.0916936675104133	0	0.0405832766905249	0.0882907220024975	0.0434991430702048	0.0592556054073312	0	0.0629152975930361	
abstracted	0.0570014350312012	0.079199530443238	0.0949315372304416	0	0.101338950549256	0	0.0488269077595289	0.0778185164130845	0.0401452637531986	0.0412703606028128	0	0.0546241023558069	
absurd	0.0860348755879613	0.102017190327185	0.11678818098467	0	0.129305124703454	0	0.0504084050590074	0.0877219530215817	0.0508678607899999	0.0572432298803339	0	0.0518149280855458	
accessible	0.0706037674609515	0.103513811587943	0.11281620063381	0	0.108156963673745	0	0.0402080751098707	0.0877515656600123	0.058867783629457	0.069788185276918	0	0.0559477798233355	
accident	0.0388806079689463	0.0660811987263578	0.0634477522174191	0	0.0710002084881993	0	0.0221549719236542	0.34855020301295	0.0222653924021141	0.0435725552503177	0	0.0352265205131746	
accomplished	0.0437878530290227	0.0929138354084109	0.0940010417149884	0	0.0836060374347698	0	0.0352114109044568	0.0749606073876644	0.0295968147179923	0.0521000322118725	0	0.042667397340961	
accurate	0.135452659500673	0.184073214663822	0.197302559529925	0	0.195634471481248	0	0.0872470021900263	0.156392116961661	0.0698244110353223	0.113245359536999	0	0.117661047151977	
acid	0.0970709519750144	0.159930138863903	0.172692967460782	0	0.141587908810377	0	0.0520818200317324	0.11095522127363	0.0452925239734565	0.0634871512200071	0	0.327577459619971	
acidic	0.058951550381519	0.0584227854074531	0.0715723884835446	0	0.0506788399848219	0	0.0282221291215588	0.037538481780306	0.0291307484144028	0.0254877053513297	0	0.0233084364446427	
acid-washed	0.0179747821255394	0.0314588610419271	0.0408096787788544	0	0.0304239062210541	0	0.0194403437627501	0.0298800761187374	0.0865153932813355	0.0235623872805741	0	0.0185469362994593	
acoustic	0.0408826896283747	0.0689045525609197	0.0750432188845611	0	0.0722136032010636	0	0.0544512245011667	0.0449973835393574	0.0318654029991162	0.0420579769197683	0	0.0366422012251776	
acrimonious	0.061666123962872	0.0920850346588205	0.0799239129230642	0	0.121569182800435	0	0.0345453716137208	0.0881670902261439	0.0298315827049504	0.042029568390373	0	0.0812576301239467	
acrobatic	0.0624739110584229	0.0769210659560888	0.293630274895488	0	0.14268686649768	0	0.0340543696180864	0.0507943864381162	0.040996103079698	0.0577867374099803	0	0.0428788017388749	
acting	0.0827864138068514	0.097261774172038	0.120363407615185	0	0.0906807867728718	0	0.043890280852099	0.0801547531056128	0.0384335157148352	0.0754161406588473	0	0.0460655630000858	
active	0.0725376755173441	0.085303941630079	0.119677036823222	0	0.131412365188075	0	0.114838386274222	0.0853012023970414	0.0349270637285296	0.0586105869716101	0	0.0466916457118417	
actual	0.120708706774443	0.113685825003469	0.145974389451829	0	0.123855618833718	0	0.0796508213566161	0.102922774037577	0.059713661605201	0.0774545778176925	0	0.0649753405083479	
additional	0.0601280801983925	0.081767305135525	0.0879854328806196	0	0.0873126853082476	0	0.0448323401835031	0.0658133424786594	0.03602202921529	0.0413381224783726	0	0.0479606352086435	
adenoidal	0.0456513701263121	0.0682908444282921	0.0765804117805942	0	0.0715122185892385	0	0.0344529661909512	0.0604802827871642	0.0430573013127264	0.0338150668709576	0	0.0352906247839083	
adept	0.0512205101559222	0.0956113857300326	0.0969401080687559	0	0.0916070676726482	0	0.0381279400733758	0.0787639609096032	0.0336242025034837	0.0485682960499917	0	0.0397232689343997	
adjective	0.0556734279523268	0.0550904908755455	0.0703499330713109	0	0.0579244123133041	0	0.0290479649260238	0.0542992282985332	0.0175987260843924	0.028360140860177	0	0.0259045474238564	
admirable	0.0496085891464219	0.0790301554672222	0.0804878401613701	0	0.0964018409339283	0	0.0331607768313543	0.065607717786726	0.0381727579176128	0.0481410052075266	0	0.0435095255075617	
advanced	0.0782925831030415	0.108542887923261	0.132310257042584	0	0.137827302310966	0	0.062025124125939	0.109381892746155	0.0444209688789803	0.0774797433208087	0	0.0678583834058456	
adventurous	0.0952524130876308	0.125704811412765	0.167213275391827	0	0.131739811837451	0	0.0729058872559575	0.103910713582656	0.0537899146593637	0.0847702905039364	0	0.186020675396062	
aesthetic	0.0827770837429224	0.110011166070617	0.116737976825195	0	0.118916338777139	0	0.0400080913376206	0.249532427287306	0.0508881740613644	0.0592409675544796	0	0.0553909505738967	
affable	0.0937179642654987	0.149502738831322	0.110808076762727	0	0.12811450885307	0	0.0431511064609544	0.0841903053400643	0.0436968734509461	0.0538860127665387	0	0.0986480113533703	
afflicted	0.0395296328261672	0.0683510252885396	0.0747804398614722	0	0.0835558815193308	0	0.0273302698155267	0.0898091754368391	0.0323162985486308	0.0408516086739102	0	0.0350150886305689	
afraid	0.157697218405105	0.222568295817818	0.237403954281928	0	0.244767736371599	0	0.118218904848382	0.205864713399813	0.123235313825369	0.133107781859359	0	0.239302457121968	
after-hours	0.0873626381729187	0.107081493080024	0.134189651219562	0	0.217053039825926	0	0.053978385741596	0.106855148191023	0.0585744377857979	0.0679221027466199	0	0.0652246949626856	
age-old	0.0716368133160755	0.105121660087954	0.109356554515442	0	0.110014548275617	0	0.0600847707334322	0.106420521315186	0.0532676907445772	0.106481545043297	0	0.0616838639232552	
aggressive	0.309040517090527	0.174367621065647	0.271556888095506	0	0.195491786390773	0	0.0938909449470654	0.135375960686103	0.0828102656009025	0.101360503843239	0	0.110129868508477	
agile	0.0557075765566353	0.0817905360431708	0.181212427014192	0	0.0777149610365447	0	0.0301130576772377	0.0611616017784577	0.093930590865646	0.0410776299494246	0	0.0352165922625735	
ain’t	0.0240468252356791	0.112821110835405	0.0177654648483033	0	0.0108681672924653	0	0.0024966318190339	0.0129510815369149	0.00851037290131647	0.0148068665631589	0	0.00201760577358636	
air-tight	0.034959362256449	0.0597140550597952	0.0721107320404439	0	0.0579433666489861	0	0.0255297865480125	0.0498126994639878	0.0262913737402829	0.033229267556516	0	0.0372113419202657	
akin	0.0664589731576699	0.0944794261950226	0.0956398128267702	0	0.104951961930324	0	0.0493606902190194	0.0893435124853227	0.0454683401921604	0.0674347994844439	0	0.0485963912620267	
album-ending	0.0576490834135961	0.0469563349523461	0.0452506176564844	0	0.0388161056841303	0	0.0163475089110447	0.263055714721246	0.0203760054259378	0.0236715866309318	0	0.0188155670641939	
alien	0.0697712276899908	0.0904577172770254	0.112167200341184	0	0.169549872664425	0	0.0659080764118639	0.0700388949323964	0.0394564796125013	0.0576175968331922	0	0.0646380611962198	
alive	0.0755946167282749	0.104139665966831	0.156377741264085	0	0.115608669804839	0	0.0573272305672463	0.111414325516728	0.0586512848911233	0.0770846009551965	0	0.0492022766796284	
allergic	0.0695902538110148	0.0897208629369567	0.107890163963528	0	0.358477963762884	0	0.697228357145158	0.0961479253167482	0.0465734437781632	0.0718178481223963	0	0.0433771213953733	
all-inclusive	0.0955345346136055	0.123185137790978	0.136027296480263	0	0.146887117213729	0	0.0734810307430477	0.0936189823422765	0.0556329640358035	0.0738238303544957	0	0.0656460019933196	
all-out	0.0573154701716967	0.07214394927283	0.179068163476937	0	0.0798311162029118	0	0.0519828513034974	0.0698580806235969	0.0396902577073475	0.0756625396168615	0	0.0454261321681886	
all-purpose	0.0543418361919565	0.0752133787125599	0.0825366191707738	0	0.0779629767652833	0	0.0370216720876539	0.0539984051389656	0.0301471366281234	0.0435065563408908	0	0.0375087636631752	
alternative	0.0718963011729619	0.0916489044644578	0.104548413880478	0	0.0771088898557383	0	0.0375724555293896	0.076952274540395	0.03994196983619	0.0407896505197507	0	0.0413423506438946	
alternative-but-still-polite	0.0475117540005036	0.0553895053710276	0.0741893680437459	0	0.0598266483360674	0	0.0205879983471818	0.0375965891079893	0.0223660437041895	0.024505488980976	0	0.0383886831912935	
amateurish	0.055872242650287	0.11363876909214	0.0964330181997532	0	0.0935939120420682	0	0.0296317029043602	0.0703037685336597	0.0323257642874614	0.0488309030181835	0	0.0534758244998971	
ambiguous	0.107517604513647	0.145654413940612	0.155206374659589	0	0.155953370927097	0	0.0720915796468232	0.131968622992371	0.0579121543431773	0.0939248783472826	0	0.0959490403382215	
ambitious	0.123158402031956	0.139722024159387	0.409300504305925	0	0.179185248881756	0	0.0675191874176892	0.132132028408412	0.0596176998719437	0.0783042807418422	0	0.0808120861308236	
anarchic	0.0575809566856084	0.0840175336294493	0.104147174593016	0	0.118839358849571	0	0.112167776429431	0.0837969013842742	0.0377604351573114	0.0566294513590549	0	0.0461545192639055	
